#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

########################
#
#	Plus ambitions
#
########################

obj_change_province_culture_desc;[This.GetTitledFirstName] wants to convert a province in his realm to his culture.;;;;;;;;;;;;;x
obj_change_province_culture_title;Change a Province's Culture;;;;;;;;;;;;;x
obj_change_province_religion_desc;[This.GetTitledFirstName] wants to bring the true faith to the heathens of the realm.;;;;;;;;;;;;;x
obj_change_province_religion_title;Convert a Province;;;;;;;;;;;;;x

obj_cta_0_desc;[This.GetTitledFirstName] has no education in the art of personal combat and wants to change that through combat experience.;;;;;;;;;;;;;x
obj_cta_0_title;Develop Personal Combat Skills;;;;;;;;;;;;;x
obj_cta_1_desc;[This.GetTitledFirstName] has a meager education in the art of personal combat and wants to change that through combat experience.;;;;;;;;;;;;;x
obj_cta_1_title;Become a Trained Fighter;;;;;;;;;;;;;x
obj_cta_2_desc;While [This.GetTitledFirstName] is already well-trained in personal combat, [This.GetSheHe]'d like to take [This.GetHerHis] skills to the next level through experience in the field.;;;;;;;;;;;;;x
obj_cta_2_title;Become a Skilled Fighter;;;;;;;;;;;;;x
obj_cta_3_desc;While many already consider [This.GetTitledFirstName] to be one of the more skilled fighters in the realm, [This.GetSheHe] desires true mastery of [This.GetHerHis] art, and no better way to attain such heights exists than through experience in the field.;;;;;;;;;;;;;x
obj_cta_3_title;Become a Formidable Fighter;;;;;;;;;;;;;x

obj_druze_esoteric_learning_title;Study the Esoteric Secrets;;;;;;;;;;;;;x
obj_druze_esoteric_learning_desc;Not every Druze is permitted to learn the esoteric secrets of their faith. Those who do become uqqal, or initiates, and thus move onto a higher state of learning and respect within the Druze community. This sort of study is not something that will happen immediately, and only a small percentage of the Druze even attempt it.;;;;;;;;;;;;;x

obj_find_lover_desc;[This.GetTitledFirstName] desires romance and passion.;;;;;;;;;;;;;x
obj_find_lover_title;Fall in Love;;;;;;;;;;;;;x

obj_gain_estates_1_desc;[This.GetTitledFirstName] wants a landed estate to provide for [This.GetHerHim]self and [This.GetHerHis] family.;;;;;;;;;;;;;x
obj_gain_estates_1_title;Gain Estates;;;;;;;;;;;;;x

obj_gain_honorary_title_desc;[This.GetTitledFirstName] wants recognition for [This.GetHerHis] loyal service by being appointed to an honorary office.;;;;;;;;;;;;;x
obj_gain_honorary_title_title;Gain Honorary Title;;;;;;;;;;;;;

obj_go_crusade_desc;[This.GetTitledFirstName] wants to join the Crusade against the infidels.;;;;;;;;;;;;;x
obj_go_crusade_title;Take the Cross;;;;;;;;;;;;;x

obj_go_jihad_desc;[This.GetTitledFirstName] wants to join the Jihad against the infidels.;;;;;;;;;;;;;x
obj_go_jihad_title;Join the Jihad;;;;;;;;;;;;;x

obj_great_council_desc;[This.GetTitledFirstName] wants to unite the greatest minds in the known world, and have them serve on [This.GetHerHis] council.;;;;;;;;;;;;;x
obj_great_council_title;Assemble a Great Council;;;;;;;;;;;;;x

obj_have_5_children_desc;[This.GetTitledFirstName] wants a large family and many children to carry on [This.GetHerHis] legacy.;;;;;;;;;;;;;x
obj_have_5_children_title;Have Five Children;;;;;;;;;;;;;x
obj_have_10_children_desc;[This.GetTitledFirstName] wants a large family and many children to carry on [This.GetHerHis] legacy.;;;;;;;;;;;;;x
obj_have_10_children_title;Have Ten Children;;;;;;;;;;;;;x
obj_have_15_children_desc;[This.GetTitledFirstName] wants a large family and many children to carry on [This.GetHerHis] legacy.;;;;;;;;;;;;;x
obj_have_15_children_title;Have Fifteen Children;;;;;;;;;;;;;x
obj_have_20_children_desc;[This.GetTitledFirstName] wants a large family and many children to carry on [This.GetHerHis] legacy.;;;;;;;;;;;;;x
obj_have_20_children_title;Have Twenty Children;;;;;;;;;;;;;x

obj_increase_demesne_1_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;;;;;;;;;;;;x
obj_increase_demesne_1_title;Increase Size of Demesne;;;;;;;;;;;;;x
obj_increase_demesne_2_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;;;;;;;;;;;;x
obj_increase_demesne_2_title;Increase Size of Demesne;;;;;;;;;;;;;x
obj_increase_demesne_3_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;;;;;;;;;;;;x
obj_increase_demesne_3_title;Increase Size of Demesne;;;;;;;;;;;;;x
obj_increase_demesne_4_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;;;;;;;;;;;;x
obj_increase_demesne_4_title;Increase Size of Demesne;;;;;;;;;;;;;x
obj_increase_demesne_5_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;;;;;;;;;;;;x
obj_increase_demesne_5_title;Increase Size of Demesne;;;;;;;;;;;;;x
obj_increase_demesne_6_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;;;;;;;;;;;;x
obj_increase_demesne_6_title;Increase Size of Demesne;;;;;;;;;;;;;x
obj_increase_demesne_7_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;;;;;;;;;;;;x
obj_increase_demesne_7_title;Increase Size of Demesne;;;;;;;;;;;;;x
obj_increase_demesne_8_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;;;;;;;;;;;;x
obj_increase_demesne_8_title;Increase Size of Demesne;;;;;;;;;;;;;x
obj_increase_demesne_9_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;;;;;;;;;;;;x
obj_increase_demesne_9_title;Increase Size of Demesne;;;;;;;;;;;;;x

obj_known_for_virtue_desc;[This.GetTitledFirstName] seeks to become known for [This.GetHerHis] virtues.;;;;;;;;;;;;;x
obj_known_for_virtue_title;Become Known for Virtue;;;;;;;;;;;;;

obj_lower_decadence50_desc;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;;;;;;;;;;;;x
obj_lower_decadence50_title;Lower Dynastic Decadence;;;;;;;;;;;;;x
obj_lower_decadence55_desc;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;;;;;;;;;;;;x
obj_lower_decadence55_title;Lower Dynastic Decadence;;;;;;;;;;;;;x
obj_lower_decadence60_desc;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;;;;;;;;;;;;x
obj_lower_decadence60_title;Lower Dynastic Decadence;;;;;;;;;;;;;x
obj_lower_decadence65_desc;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;;;;;;;;;;;;x
obj_lower_decadence65_title;Lower Dynastic Decadence;;;;;;;;;;;;;x
obj_lower_decadence70_desc;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;;;;;;;;;;;;x
obj_lower_decadence70_title;Lower Dynastic Decadence;;;;;;;;;;;;;x
obj_lower_decadence75_desc;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;;;;;;;;;;;;x
obj_lower_decadence75_title;Lower Dynastic Decadence;;;;;;;;;;;;;x
obj_lower_decadence80_desc;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;;;;;;;;;;;;x
obj_lower_decadence80_title;Lower Dynastic Decadence;;;;;;;;;;;;;x

obj_make_a_friend_desc;[This.GetTitledFirstName] wishes to share a close bond with someone.;;;;;;;;;;;;;x
obj_make_a_friend_title;Make a Friend;;;;;;;;;;;;;

obj_nickname_change_desc;[This.GetTitledFirstName] doesn't like [This.GetHerHis] nickname and wants to remove it, even at the cost of some fame.;;;;;;;;;;;;;x
obj_nickname_change_title;Remove Nickname;;;;;;;;;;;;;x
obj_nickname_get_desc;[This.GetTitledFirstName] wants to be famous for something throughout the realm.;;;;;;;;;;;;;x
obj_nickname_get_title;Earn a Nickname;;;;;;;;;;;;;x

obj_peace_10_years_desc;[This.GetTitledFirstName] desires 10 years of peace.;;;;;;;;;;;;;x
obj_peace_10_years_title;Reign in Peace for 10 Years;;;;;;;;;;;;;x

obj_reign_20_years_desc;[This.GetTitledFirstName] yearns to rule for 20 Years.;;;;;;;;;;;;;x
obj_reign_20_years_title;Reign for 20 Years;;;;;;;;;;;;;x

obj_spouse_councillor_desc;[This.GetTitledFirstName] wants [This.GetHerHis] spouse to hold a council position.;;;;;;;;;;;;;x
obj_spouse_councillor_title;See Spouse become Councillor;;;;;;;;;;;;;x

obj_win_a_war_desc;[This.GetTitledFirstName] desires the glory and fame of a successful war.;;;;;;;;;;;;;x
obj_win_a_war_title;Win a War;;;;;;;;;;;;;x
