# CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

####################################
#
#	Plus Title Types (Individual Cultures)
#
####################################

# ARMENIAN OVERRIDES
duchy_mongol;High Chiefdom;Grande chefferie;Großstamm;;Alto Cacicazgo;;;;;;;;;x
duchy_of_mongol;High Chiefdom of;Grande chefferie de;Großstamm von;;Alto Cacicazgo de;;;;;;;;;x

# PECHENEG OVERRIDES
barony_pecheneg;Taishi;;;;;;;;;;;;;x
barony_of_pecheneg;Taishi of;Taishi de;Taishi von;;Taishi de;;;;;;;;;x

# SAXON OVERRIDES (anglo-saxon)
barony_saxon;Barony;Baronnie;Baronie;;Baronía;;;;;;;;;x
barony_of_saxon;Barony of;Baronnie de;Baronie von;;Baronía de;;;;;;;;;x
county_saxon;Shire;Comté;Shire;;Comarca;;;;;;;;;x
county_of_saxon;Shire of;Comté de;Shire von;;Comarca de;;;;;;;;;x
duchy_saxon;Eorldom;Eorldom;Eorldom;;Eorldom;;;;;;;;;x
duchy_of_saxon;Eorldom of;Eorldom de;Eorldom von;;Eorldom de;;;;;;;;;x

# SCOTTISH OVERRIDES
county_scottish;Thanage;Thanage;Thanatum;;Thanago;;;;;;;;;x
county_of_scottish;Thanage of;Thanage de;Thanatum von;;Thanago de;;;;;;;;;x
duchy_of_scottish;Mormaerdom of;Mormaerdome de;Mormaertum von;;Mormaerdomo de;;;;;;;;;x
duchy_scottish;Mormaerdom;Mormaerdome;Mormaertum;;Mormaerdomo;;;;;;;;;x

# SOMALI OVERRIDES
barony_somali;Wilayah;;;;;;;;;;;;;x
barony_of_somali;Wilayah of;Wilaya de;Wilayah von;;Vilayato de;;;;;;;;;x
county_somali;Islanate;;;;;;;;;;;;;x
county_of_somali;Islanate of;Islanate de;Islanate von;;Islanate de;;;;;;;;;x
duchy_somali;Ughazate;;;;;;;;;;;;;x
duchy_of_somali;Ughazate of;Ughazate de;Ughazate von;;Ughazate de;;;;;;;;;x
kingdom_somali;Sultanate;Sultanat;Sultanat;;Sultanato;;;;;;;;;x
kingdom_of_somali;Sultanate of;Sultanat de;Sultanat von;;Sultanato de;;;;;;;;;x

# TURKISH OVERRIDES
barony_turkish;Timar;;;;;;;;;x
barony_of_turkish;Timar of;Timar de;Timar von;;Timariot de;;;;;;;;;x
county_turkish;Beylik;Beylik;Beylik;;Beylicato;;;;;;;;;x
county_of_turkish;Beylik of;Beylik de;Beylik von;;Beylicato de;;;;;;;;;x
duchy_turkish;Beylerbeylik;;;;;;;;;;;;;x
duchy_of_turkish;Beylerbeylik of;Beylerbeylik de;Beylerbeylik von;;Beylicato de Beylicatos de;;;;;;;;;x
kingdom_turkish;Sultanate;Sultanat;Sultanat;;Sultanato;;;;;;;;;x
kingdom_of_turkish;Sultanate of;Sultanat de;Sultanat von;;Sultanato de;;;;;;;;;x

# WELSH OVERRIDES
duchy_of_welsh;Principality of;Principauté de;Fürstentum von;;Principado de;;;;;;;;;x
duchy_welsh;Principality;Principauté;Fürstentum;;Principado;;;;;;;;;x
